name,host_id,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,price,maximum_nights,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,total_amenities
Nice new bedroom Near D train and Maimonides in BK,5853457,f,Borough Park,Brooklyn,40.64086,-73.99628,Private room in rental unit,Private room,1,1.0,48.0,1125,281,38,6,0.42,396
New Brooklyn HotSpot,105758291,t,East Flatbush,Brooklyn,40.64669,-73.94813,Entire condo,Entire home/apt,4,2.0,175.0,730,134,103,1,1.22,814
Comfy New Bedroom near D line Fort Hamilton PKWY,5853457,f,Borough Park,Brooklyn,40.64289,-73.99591,Private room in rental unit,Private room,1,1.0,48.0,1125,333,42,6,0.46,382
Studio-like Beautiful Private Room!,22059980,t,Ditmars Steinway,Queens,40.78153,-73.90774,Private room in home,Private room,2,1.0,88.0,28,88,119,1,2.69,808
Lakisha's Private Enormous 10 feet ceiling room,131476075,t,Bushwick,Brooklyn,40.68685,-73.91358,Private room in rental unit,Private room,1,1.0,85.0,90,215,42,6,0.46,584
Modern Touch,159369488,f,Arverne,Queens,40.5973264,-73.7995801,Shared room in home,Shared room,2,3.0,615.0,28,318,29,2,0.34,1605
"Clean, Comfy, and Central Midtown Haven!",7709305,f,Midtown,Manhattan,40.75469,-73.9733,Entire condo,Entire home/apt,2,1.0,184.0,1125,267,181,1,2.0,797
Private ground floor apartment in Brooklyn,161976329,t,East New York,Brooklyn,40.67297,-73.87673,Entire rental unit,Entire home/apt,2,1.0,50.0,1125,267,135,2,1.47,524
Brand New Bedroom Near D line&Maimonides Hospital,5853457,f,Borough Park,Brooklyn,40.64215,-73.99789,Private room in rental unit,Private room,1,1.0,48.0,1125,309,46,6,0.53,416
3 A  LARGE & GREAT STUDIO  APT GREAT LOCATION NYC,24715671,f,Kips Bay,Manhattan,40.74171,-73.98224,Entire rental unit,Entire home/apt,2,1.0,111.0,365,313,0,6,0.0,382
Prime Park Slope on 14th Street,160847231,f,South Slope,Brooklyn,40.66525,-73.98719,Entire rental unit,Entire home/apt,3,2.0,157.0,1125,76,210,1,2.35,657
Home Sweet Home in Astoria,125011763,t,Astoria,Queens,40.76317,-73.90721,Private room in townhouse,Private room,2,1.0,119.0,1125,54,292,1,3.21,268
"""Gold Coast"" Apt with Garden  in West Village",202285,f,Greenwich Village,Manhattan,40.73374,-73.99847,Entire rental unit,Entire home/apt,2,1.0,475.0,40,124,41,1,0.45,962
Private Room on Greene,112901574,t,Bedford-Stuyvesant,Brooklyn,40.69102,-73.93308,Private room in townhouse,Private room,2,1.0,89.0,1125,364,115,6,1.27,721
GREAT 1 BED ROOM APT BEST LOCATION IN NYC 27 st,24715671,f,Midtown,Manhattan,40.74153,-73.98366,Entire rental unit,Entire home/apt,3,1.0,189.0,362,198,1,6,0.01,375
Exceptional Junior One Bedroom  Suite  in Midtown,120762452,f,Murray Hill,Manhattan,40.74926,-73.97643,Entire rental unit,Entire home/apt,1,0.0,180.0,120,364,10,83,0.12,312
Giant  room near 1 Train by the Hudson - Manhattan,12531773,t,Harlem,Manhattan,40.82177,-73.9545,Private room in rental unit,Private room,1,1.0,51.0,1125,305,96,3,1.05,456
Boutique Luxury in the Heart of Chelsea,148107543,f,Chelsea,Manhattan,40.74332,-73.99764,Entire rental unit,Entire home/apt,2,1.0,641.0,1125,364,40,1,0.44,406
"Convenient to the east and west, private basement.",310296,f,Prospect-Lefferts Gardens,Brooklyn,40.66302,-73.94664,Entire guest suite,Entire home/apt,1,1.0,88.0,70,130,130,1,1.43,574
Studio Sanctuary in Landmark Brownstone,156047478,f,Harlem,Manhattan,40.80643,-73.94931,Entire rental unit,Entire home/apt,2,0.0,98.0,90,211,32,4,0.36,191
nyc great 2 bedroom apt madison ave 30 st nyc,24715671,f,Kips Bay,Manhattan,40.744,-73.97993,Entire rental unit,Entire home/apt,3,2.0,281.0,360,318,0,6,0.0,797
Williamsburg Townhouse w/ Garden by L Train,2496299,t,Williamsburg,Brooklyn,40.71147,-73.94387,Entire townhouse,Entire home/apt,6,3.0,334.0,1125,242,218,1,2.4,1161
MONTHLY RENTAL Victorian House in Brooklyn,51734800,f,Flatbush,Brooklyn,40.63156,-73.96479,Private room in home,Private room,2,2.0,50.0,1125,304,8,2,0.1,552
Modern & Sleek Queens Stay! JFK & UBS Easy Parking,30167099,f,Hollis,Queens,40.70997,-73.75783,Entire home,Entire home/apt,4,1.0,132.0,30,57,149,1,5.19,757
Your Own Private Space in Bushwick,327033,f,Bushwick,Brooklyn,40.69486,-73.92306,Entire guest suite,Entire home/apt,2,1.0,75.0,365,261,46,4,0.51,637
The Gram IV • Vibe 8603,61391963,t,Kips Bay,Manhattan,40.74156951904297,-73.97927856445312,Entire rental unit,Entire home/apt,2,1.0,164.0,365,298,34,141,0.37,604
JFK CrashPad sleeps 2-4  Private bath 2  bedrooms,94713722,t,Springfield Gardens,Queens,40.68875,-73.75461,Entire home,Entire home/apt,4,2.0,101.0,30,345,54,2,0.61,934
Private room attached private bathroom,163189326,f,Jackson Heights,Queens,40.752356722118265,-73.89445717864388,Private room in home,Private room,2,1.0,96.0,730,253,238,1,2.64,573
Bright and Spacious apt with Private Entrance,74047176,t,Bensonhurst,Brooklyn,40.62217,-74.00133,Entire guest suite,Entire home/apt,2,1.0,158.0,1125,330,18,2,0.2,497
Far Rockaway apartment.,163209073,f,Bayswater,Queens,40.60392,-73.77046,Entire rental unit,Entire home/apt,7,3.0,226.0,31,363,0,1,0.0,231
Sunshine Dream Room in Private House 4 Avid Guests,3179968,t,Sunnyside,Queens,40.73728,-73.924853,Private room in home,Private room,2,1.0,100.0,30,203,124,1,1.36,1094
Soaring Bushwick Home [3 beds/1 bath],21823,t,Bushwick,Brooklyn,40.68584,-73.91554,Entire home,Entire home/apt,3,3.0,165.0,365,182,6,2,0.07,580
Ft Greene Studio,106899231,f,Fort Greene,Brooklyn,40.69601,-73.97236,Entire rental unit,Entire home/apt,2,1.0,135.0,1125,167,73,2,0.81,552
Authentic and Open Tribeca Loft,16897284,f,Tribeca,Manhattan,40.71705,-74.00511,Entire loft,Entire home/apt,2,1.0,332.0,1125,166,164,1,1.81,326
"3Br Duplex, Backyard and Private Parking",18049970,f,Brownsville,Brooklyn,40.66107,-73.90149,Entire home,Entire home/apt,16,3.0,300.0,1125,365,172,1,1.89,661
Affordable private room in a home in NYC,12258594,No info available,St. George,Staten Island,40.64378,-74.0846,Private room in home,Private room,2,1.0,66.0,1125,180,14,1,0.15,419
DOUBLE SHARED BATHROOM,163362268,f,Gramercy,Manhattan,40.73492,-73.98454,Room in hotel,Private room,2,1.0,94.0,60,340,13,20,0.15,293
Sublevel Penthouse Suite,52586141,t,Bedford-Stuyvesant,Brooklyn,40.69539,-73.94954,Entire rental unit,Entire home/apt,1,1.0,127.0,1125,260,114,2,1.28,837
"Colorful LES 2bd apartment w/ balcony, w/d & more!",25064629,t,Two Bridges,Manhattan,40.71098,-73.99557,Entire rental unit,Entire home/apt,4,2.0,256.0,1125,324,86,1,0.95,1171
Freehand New York - Premium Queen Room,164291123,f,Flatiron District,Manhattan,40.7403,-73.98599,Room in boutique hotel,Hotel room,2,1.0,314.0,29,0,1052,6,11.8,323
Greenpoint Pad,163376694,t,Greenpoint,Brooklyn,40.72411,-73.9516,Entire condo,Entire home/apt,2,1.0,131.0,700,70,62,1,0.68,392
Modern Haven in city,156187884,f,Astoria,Queens,40.75679,-73.92844,Entire guest suite,Entire home/apt,2,1.0,159.0,1125,85,142,1,1.56,770
Loft in East Williamsburg,128560208,f,Williamsburg,Brooklyn,40.70429,-73.93627,Entire loft,Entire home/apt,2,1.0,162.0,90,83,3,1,0.04,805
Location and Comfort Matter!,134428157,f,Bedford-Stuyvesant,Brooklyn,40.69378,-73.94624,Entire rental unit,Entire home/apt,6,2.0,100.0,1123,321,51,6,0.57,582
Nice Penthouse very close to Manhattan and airport,163421878,f,Sunnyside,Queens,40.74192,-73.91214,Private room in rental unit,Private room,4,1.0,200.0,730,365,125,3,1.39,1046
Splendid on The Park,5076827,t,Harlem,Manhattan,40.80655,-73.94629,Entire rental unit,Entire home/apt,4,1.0,131.0,90,185,71,3,0.8,509
Clinton Hill – Brooklyn’s Best Nest,655450,f,Clinton Hill,Brooklyn,40.68273,-73.96073,Entire rental unit,Entire home/apt,3,1.0,159.0,730,157,17,1,0.19,293
Cozy and Laid Back in L.E.S.,164391402,f,East Village,Manhattan,40.72207,-73.9811,Private room in rental unit,Private room,2,1.0,129.0,1125,365,14,1,0.17,413
Tad’s place JFK/LGA,163395163,f,South Ozone Park,Queens,40.68245,-73.80709,Entire serviced apartment,Entire home/apt,7,3.0,195.0,365,302,25,1,0.72,750
crème de la crème  - Luxurious 1 BR Grand Central,61391963,t,Murray Hill,Manhattan,40.75057,-73.97861,Entire condo,Entire home/apt,2,1.0,175.0,1125,166,18,141,0.24,458
Renovated 1 bedroom in Bedstuy Brooklyn brownstone,4823243,f,Bedford-Stuyvesant,Brooklyn,40.68204,-73.92722,Entire rental unit,Entire home/apt,2,1.0,135.0,120,68,27,1,0.33,400
Ideal junior 1 bedroom  suite in Midtown Manhattan,120762452,f,Murray Hill,Manhattan,40.74926,-73.97643,Entire rental unit,Entire home/apt,1,0.0,180.0,120,304,8,83,0.11,420
Enormous gorgeous studio in LES/Chinatown.,1475631,f,Chinatown,Manhattan,40.71361,-73.99513,Entire rental unit,Entire home/apt,1,1.0,225.0,1125,168,5,1,0.06,780
Full Apartment • Cozy • Necessities & Parks Nearby,47412299,f,Canarsie,Brooklyn,40.64193,-73.9018,Entire rental unit,Entire home/apt,3,1.0,100.0,90,364,36,1,0.42,873
Cozy home  in Central Harlem,27815308,f,Harlem,Manhattan,40.80871,-73.94256,Entire rental unit,Entire home/apt,2,1.0,169.0,31,300,18,1,0.82,2
My cozy bed and breakfast,167740858,f,St. Albans,Queens,40.69558,-73.77903,Private room in home,Private room,1,0.0,113.0,365,365,2,1,0.09,274
Vibrant 1 Br in ❤️ of Bushwick,1348989,f,Bushwick,Brooklyn,40.70154,-73.92413,Entire condo,Entire home/apt,2,1.0,160.0,120,37,0,1,0.0,490
Private Modern Studio. Super cozy and quiet.,15535829,t,West Brighton,Staten Island,40.63435,-74.11374,Entire rental unit,Entire home/apt,2,0.0,77.0,1125,352,24,2,0.3,888
DOUBLE SHARED BATHROOM,163362268,f,Gramercy,Manhattan,40.73492,-73.98454,Room in boutique hotel,Private room,2,1.0,77.0,60,305,13,20,0.15,263
DOUBLE SHARED BATHROOM,163362268,f,Gramercy,Manhattan,40.73492,-73.98454,Room in boutique hotel,Private room,2,1.0,77.0,60,330,12,20,0.14,264
Metropolitan Brooklyn Oasis in Heart of Bed Stuy,167019780,f,Bedford-Stuyvesant,Brooklyn,40.68013,-73.934,Entire rental unit,Entire home/apt,5,2.0,109.0,60,81,120,1,1.35,499
26-4A  New Studio prime 20's W/D  Shared Courtyard,162280872,f,Kips Bay,Manhattan,40.7398482,-73.98015029999999,Entire rental unit,Entire home/apt,3,0.0,202.0,365,293,2,237,0.09,660
Beautiful One Bedroom,163576102,No info available,Flatbush,Brooklyn,40.6356,-73.96243,Entire rental unit,Entire home/apt,2,1.0,66.0,1125,4,11,1,0.13,256
Amazing Master Bedroom in Historic Brooklyn,21959207,f,Prospect Heights,Brooklyn,40.67701,-73.97118,Private room in rental unit,Private room,2,1.0,125.0,4,3,687,1,7.58,400
"*NEW*6 BED BROOKLYN DUPLX,15 MIN TRAIN RIDE 2 CITY",254846,t,Bushwick,Brooklyn,40.68837,-73.91453,Entire home,Entire home/apt,12,5.0,249.0,1125,329,24,3,0.27,668
Housing for SGU/SABA/AUA/ROSS Students/ Residents,27741331,f,East Flatbush,Brooklyn,40.66247,-73.92647,Private room in rental unit,Private room,1,3.0,50.0,1125,358,3,6,0.05,548
Spacious  2 BR APT w/ 2 Queen Sz Bed w/PVT Parking,163605956,f,Flatlands,Brooklyn,40.62905,-73.92873,Private room in home,Private room,2,2.0,200.0,90,365,42,1,0.46,1191
Private Cozy Rustic Escape in Williamsburg,24273714,t,Williamsburg,Brooklyn,40.71455,-73.93952,Entire rental unit,Entire home/apt,4,1.0,110.0,1125,263,169,7,1.86,586
"Bed Stuy Beauty with Hot Tub, Grill, Sauna & Gym",806010,f,Bedford-Stuyvesant,Brooklyn,40.68857,-73.95214,Shared room in townhouse,Shared room,2,2.0,175.0,300,289,5,1,0.08,1424
"Hamilton Heights Sunny Studio, Manhattan",23834677,f,Harlem,Manhattan,40.82822,-73.94286,Entire rental unit,Entire home/apt,2,5.0,137.0,1125,312,418,1,4.64,388
Private Bedroom and Bathroom Suite in Brownstone,40176101,t,Bedford-Stuyvesant,Brooklyn,40.69007,-73.92863,Private room in townhouse,Private room,2,1.0,145.0,30,27,264,8,2.92,868
Single Shared Bathroom,163362268,f,Gramercy,Manhattan,40.73492,-73.98454,Room in boutique hotel,Private room,1,1.0,68.0,60,252,17,20,0.19,276
DOUBLE SHARED BATHROOM,163362268,f,Gramercy,Manhattan,40.73492,-73.98454,Room in boutique hotel,Private room,2,1.0,132.0,60,290,11,20,0.13,215
"Bed-Stuy Gem! A personal, peaceful space for you",126501524,t,Bedford-Stuyvesant,Brooklyn,40.68495,-73.94131,Entire rental unit,Entire home/apt,2,1.0,196.0,15,314,207,1,2.3,887
"Spacious Room in Prime Prospect Heights, Brooklyn",168416827,f,Prospect Heights,Brooklyn,40.67546,-73.96577,Private room in rental unit,Private room,2,1.0,69.0,60,164,24,1,0.27,299
Williamsburg Luxury Privte 1B 1B &Balcony View,66837596,t,Williamsburg,Brooklyn,40.7179,-73.96412,Private room in rental unit,Private room,2,1.0,125.0,31,76,78,1,0.86,951
Room/Spacious Bright Top Floor Apt/ Balcony LIC 1,25944182,t,Sunnyside,Queens,40.73866,-73.92996,Private room in rental unit,Private room,1,1.0,72.0,120,136,179,3,1.99,867
HABITACION DE RENTA,168429942,f,Norwood,Bronx,40.8787,-73.87111,Private room in rental unit,Private room,2,1.0,45.0,1125,351,25,1,0.29,626
SEXY Grand Central Modern CHIC BRAND NEW PARK AVE,168465501,t,Murray Hill,Manhattan,40.74886,-73.97868,Entire condo,Entire home/apt,4,2.0,3999.0,700,108,3,3,0.04,383
BK Duplex with Dreamy Home Office +Private Balcony,18188164,f,Bedford-Stuyvesant,Brooklyn,40.68088,-73.95523,Entire condo,Entire home/apt,2,1.0,122.0,51,37,2,1,0.07,713
House of Love,165448425,f,East Flatbush,Brooklyn,40.64951,-73.94218,Private room in home,Private room,2,1.0,100.0,365,365,12,1,0.14,981
Comfortable Brooklyn Studio,56757345,f,East Flatbush,Brooklyn,40.64997,-73.94453,Private room in home,Private room,2,1.0,97.0,45,83,171,1,1.94,462
Room/Spacious Bright Top Floor Apt/ Balcony LIC 2,25944182,t,Sunnyside,Queens,40.7388,-73.92917,Private room in rental unit,Private room,1,1.0,60.0,120,134,155,3,1.74,839
Large Bedroom with breakfast near Central Park,17719708,f,East Harlem,Manhattan,40.80059,-73.9452,Private room in rental unit,Private room,2,1.0,155.0,31,238,99,1,1.15,745
Experience Brooklyn: 1BR Flatbush Apt. Awaits!,169012324,f,East Flatbush,Brooklyn,40.63955,-73.93938,Entire rental unit,Entire home/apt,2,1.0,85.0,365,256,23,1,0.26,606
New York ROYAL NEST for LESS,8997485,f,Midwood,Brooklyn,40.62508,-73.96255,Entire rental unit,Entire home/apt,2,1.0,120.0,400,316,223,3,2.52,754
Spacious Bright Apt LIC Master Room Private Bath,25944182,t,Sunnyside,Queens,40.73857,-73.92746,Private room in rental unit,Private room,1,1.0,80.0,120,203,12,3,0.13,619
Oasis in East Flatbush,165853174,t,East Flatbush,Brooklyn,40.64263,-73.93824,Private room in rental unit,Private room,2,1.0,119.0,54,313,155,1,1.74,949
Brooklyn Private Room w/ View of Victorian homes,4365662,t,Flatbush,Brooklyn,40.64051,-73.96786,Private room in home,Private room,1,1.0,55.0,1125,167,153,1,1.7,805
Room  w/workspace (Williamsburg),53821850,f,Williamsburg,Brooklyn,40.70884,-73.94584,Private room in rental unit,Private room,1,1.0,84.0,28,231,319,1,3.74,870
Prospect Park Pad - 1 block to subway and the park,126407919,t,Prospect-Lefferts Gardens,Brooklyn,40.65638,-73.95738,Entire rental unit,Entire home/apt,4,1.0,85.0,110,179,17,1,0.2,457
"Very quiet, v clean 1br, no clutter, solo stay",120981856,f,Upper West Side,Manhattan,40.7874,-73.97152,Entire rental unit,Entire home/apt,1,1.0,259.0,62,170,57,1,0.64,857
Charming Brooklyn Apt near Subway & JFK,163855521,t,East New York,Brooklyn,40.67548,-73.87881,Entire rental unit,Entire home/apt,4,2.0,118.0,180,303,151,4,1.66,755
Nice & Spacious  2 bedroom 19 min to Penn Station,166262295,f,Long Island City,Queens,40.75554,-73.93532,Entire home,Entire home/apt,6,2.0,200.0,365,270,160,1,1.81,471
Cozy Sunnyside private room with kitchenette/bath,27502041,f,Sunnyside,Queens,40.74761,-73.91616,Private room in rental unit,Private room,2,1.0,111.0,60,172,29,1,0.34,458
Brooklyn Condominium With Balcony,155607686,f,Gravesend,Brooklyn,40.58788,-73.97527,Private room in condo,Private room,2,1.0,79.0,1125,365,31,1,0.35,1287
Cosy one-bedroom nest in the heart of Williamsburg,170092307,f,Williamsburg,Brooklyn,40.7135,-73.96383,Entire rental unit,Entire home/apt,3,1.0,160.0,30,76,250,1,2.8,744
Premier Garden Suite near Columbia University,9470468,f,Harlem,Manhattan,40.80682,-73.95444,Entire guest suite,Entire home/apt,4,1.0,180.0,32,270,144,1,1.88,877
"Cute, Bright Private Attic Space",29241227,t,Kensington,Brooklyn,40.64401,-73.97218,Entire rental unit,Entire home/apt,2,1.0,56.0,1125,229,249,1,2.77,597
Privet room.10min from CentralPark.5 min to Times,13878635,f,Hell's Kitchen,Manhattan,40.76608,-73.99503,Private room in rental unit,Private room,1,1.0,70.0,1125,277,40,2,0.45,304
Amazing huge sunny room in the historical building,80331757,f,Sheepshead Bay,Brooklyn,40.60389,-73.95141,Private room in rental unit,Private room,2,1.0,73.0,90,69,16,1,0.2,396
Spacious & quiet 2BR near Prospect Park Brooklyn,2949355,f,Flatbush,Brooklyn,40.65211,-73.95591,Entire rental unit,Entire home/apt,2,2.0,95.0,180,315,1,1,0.03,607
Art Deco New York City,52225868,f,St. Albans,Queens,40.6978105,-73.74946849999999,Private room in rental unit,Private room,2,1.0,240.0,365,364,0,1,0.0,338
Soho 2 Bedroom Penthouse with Private Rooftop,153156992,f,SoHo,Manhattan,40.72368,-74.00409,Entire rental unit,Entire home/apt,4,1.0,1500.0,1125,179,16,1,0.18,266
2-bedroom in Upper West Side: Private Entrance,3889408,f,Upper West Side,Manhattan,40.78322,-73.98095,Entire rental unit,Entire home/apt,2,2.0,482.0,1125,327,196,1,2.2,814
Large 1 bdr apartment. 20 mins to Times square!,42082112,f,Harlem,Manhattan,40.82908,-73.94687,Entire rental unit,Entire home/apt,4,1.0,113.0,1125,71,56,1,0.63,431
Upper East Brownstone Duplex 4Beds 3Bath & Garden,61849126,f,Upper East Side,Manhattan,40.77584,-73.95205,Entire rental unit,Entire home/apt,5,3.0,706.0,356,62,30,1,0.34,1208
Cozy and minimal 1 bedroom apartment in Brooklyn,37184114,f,Bushwick,Brooklyn,40.70067,-73.92367,Entire rental unit,Entire home/apt,2,1.0,95.0,1125,250,11,1,0.28,192
2 Bedroom Garden Apartment in Brooklyn,172885803,f,Bedford-Stuyvesant,Brooklyn,40.6882,-73.93636,Entire townhouse,Entire home/apt,4,2.0,135.0,1125,224,134,1,1.52,660
🌼 SUNNY AND QUIET 🌈 8 MIN WALK TO MAIN ST,5962328,t,Flushing,Queens,40.75987,-73.82287,Entire condo,Entire home/apt,2,1.0,149.0,1125,320,9,5,0.11,695
Brooklyn Studio; Williamsburg to Manhattan - 10min,122726779,t,Williamsburg,Brooklyn,40.71216,-73.95155,Entire rental unit,Entire home/apt,1,0.0,125.0,75,76,198,1,2.22,480
Bronx Cozy 1 Bedroom Apartment with entire access.,176279414,f,Williamsbridge,Bronx,40.87157,-73.86017,Entire rental unit,Entire home/apt,4,1.0,92.0,90,320,186,1,2.1,1289
Sunny One Bedroom in Bed Stuy Close to Train,5225104,t,Bedford-Stuyvesant,Brooklyn,40.67808,-73.90986,Entire townhouse,Entire home/apt,2,1.0,64.0,60,91,87,1,0.99,829
Ideal for long stays- 20 mins to Manhattan.,9388460,f,Elmhurst,Queens,40.74505,-73.88255,Entire condo,Entire home/apt,4,1.0,95.0,365,317,167,1,1.91,536
Charming UES Studio | Historic Brownstone,56283770,t,Upper East Side,Manhattan,40.764172,-73.96743,Entire rental unit,Entire home/apt,2,0.0,179.0,120,164,10,6,0.14,845
Lower East Side Oasis  (private room),173406651,t,Lower East Side,Manhattan,40.72029,-73.98354,Private room in rental unit,Private room,2,1.0,166.0,60,118,246,2,2.84,545
2-bdrm Luxury Condo in Midtown,133288905,f,Midtown,Manhattan,40.75332,-73.97163,Entire condo,Entire home/apt,6,2.0,374.0,3,3,39,5,0.46,406
2 Bedroom by Bayside Train 21 mins from Manhattan,24771677,t,Bayside,Queens,40.76383,-73.77133,Entire rental unit,Entire home/apt,6,2.0,145.0,1125,297,78,9,0.88,1008
Renovated Private Suite - 30 Min to Manhattan,113905011,t,Rego Park,Queens,40.73138,-73.86644,Private room in home,Private room,2,2.0,180.0,730,261,212,1,2.37,852
2 bedrooms flat near Central Park,128579948,f,Upper East Side,Manhattan,40.76572,-73.96769,Entire rental unit,Entire home/apt,4,2.0,275.0,180,198,184,4,2.09,544
"Great place for 8, 30 min to Manhattan",173373234,f,Bensonhurst,Brooklyn,40.60829,-73.99467,Entire cottage,Entire home/apt,4,3.0,225.0,1124,269,19,2,0.21,447
"Private room #1, good location, with AC",173249074,t,Bath Beach,Brooklyn,40.6055151,-74.01652349999999,Private room in rental unit,Private room,1,1.0,45.0,90,74,43,2,0.5,528
Brand New Amazing 1 Bedroom Best Location,168465501,t,Upper West Side,Manhattan,40.78547,-73.97488,Entire condo,Entire home/apt,2,1.0,165.0,365,361,17,3,0.2,355
Eclectic Enclave~,22246427,t,Bedford-Stuyvesant,Brooklyn,40.68728,-73.95241,Private room in loft,Private room,2,1.0,140.0,365,154,248,1,2.77,1065
"Skylit, bright, and airy two bedroom in Bedstuy",135141630,t,Bedford-Stuyvesant,Brooklyn,40.67721,-73.91763,Entire rental unit,Entire home/apt,5,2.0,201.0,120,150,34,1,0.85,976
Luxurious Private Bed& Bath In NYC/ Great Value.,169589888,t,Washington Heights,Manhattan,40.83576,-73.94424,Private room in condo,Private room,2,1.0,170.0,28,310,145,1,1.64,887
Lakisha's Private Humongous bedroom lakishae@gmai,131476075,t,Bushwick,Brooklyn,40.68753,-73.91335,Private room in rental unit,Private room,1,1.0,90.0,30,243,92,6,1.04,639
Well located  Zen cozy Chelsea Studio,62745867,f,Chelsea,Manhattan,40.74084,-74.00032,Entire rental unit,Entire home/apt,2,0.0,142.0,1125,260,3,1,0.03,279
Large Room in Trendy Bushwick - 3,9864136,f,Bedford-Stuyvesant,Brooklyn,40.68448,-73.91342,Private room in rental unit,Private room,4,1.0,38.0,730,320,2,20,0.04,455
Matilda's House,32772480,t,Prospect-Lefferts Gardens,Brooklyn,40.6579,-73.96099,Entire rental unit,Entire home/apt,6,3.0,250.0,1125,201,93,2,1.06,888
Private Room with own Living Area (Ladies only),15954950,t,Crown Heights,Brooklyn,40.671108,-73.95401,Private room in rental unit,Private room,2,1.0,55.0,30,157,56,1,1.57,349
"Clean, cozy, and quiet space(Discount)",102367981,f,Jamaica,Queens,40.69692,-73.79041,Private room in home,Private room,2,1.0,38.0,90,241,22,2,0.6,602
Huge Brooklyn Room in Bushwick - 2,9864136,f,Bedford-Stuyvesant,Brooklyn,40.68468,-73.91527,Private room in rental unit,Private room,2,1.0,45.0,1125,184,6,20,0.07,426
Modern sunny 1 bed oasis - Graham Ave L train,7216788,f,Williamsburg,Brooklyn,40.71653,-73.93939,Entire rental unit,Entire home/apt,2,1.0,223.0,120,74,54,1,0.61,480
THE SNUG Luxury Studio at 56th/Park,8990438,t,Midtown,Manhattan,40.7615,-73.96976,Entire serviced apartment,Entire home/apt,2,1.0,134.0,365,258,59,1,0.68,906
Stylish Loft Oasis with in the hesrt of E.Village,173987923,f,East Village,Manhattan,40.73204,-73.98921,Entire condo,Entire home/apt,3,1.0,375.0,93,79,18,1,0.21,579
Manhattan Studio Apt Queen bed & Sofabed loveseat,174180669,f,Harlem,Manhattan,40.81925,-73.94074,Entire rental unit,Entire home/apt,3,0.0,99.0,1125,304,60,1,0.68,542
Modern Townhouse Apartment in Brooklyn,3806282,t,Bedford-Stuyvesant,Brooklyn,40.68419,-73.93065,Entire rental unit,Entire home/apt,3,1.0,146.0,35,197,154,1,1.74,957
Cute room - East Village - Private bath - Outdoor,56242694,f,East Village,Manhattan,40.72501,-73.97801,Private room in rental unit,Private room,1,1.0,100.0,1125,166,2,1,0.02,883
Luxury Townhouse w Balcony in West Village / Soho,170534355,f,West Village,Manhattan,40.72942,-74.00426,Entire rental unit,Entire home/apt,4,2.0,413.0,1125,365,171,1,1.93,714
2e chambre pour 1 personne où couple,161081229,t,Melrose,Bronx,40.82274,-73.91353,Private room in rental unit,Private room,2,1.0,37.0,1125,195,253,1,2.86,705
"Modern, hip, light drenched apartment.",12502207,f,Vinegar Hill,Brooklyn,40.7021,-73.98202,Entire loft,Entire home/apt,2,1.0,170.0,1125,333,12,1,0.14,823
Peaceful Home in Brooklyn Close to Manhattan,19930911,t,Crown Heights,Brooklyn,40.67308,-73.94051,Entire rental unit,Entire home/apt,2,1.0,100.0,1125,192,416,1,4.65,599
Modern Central Park elevator rooftop 1 bedroom,89544303,f,Upper West Side,Manhattan,40.79827,-73.96004,Entire condo,Entire home/apt,4,1.0,500.0,1125,179,0,1,0.0,166
Brooklyn Oasis - 2 Bedroom Apt,59089906,t,East New York,Brooklyn,40.67054,-73.87742,Entire rental unit,Entire home/apt,4,2.0,101.0,180,329,46,3,0.53,524
"Clean, modern, bright 1 bed/1 bath apt",174584122,f,Two Bridges,Manhattan,40.71038,-73.99587,Entire condo,Entire home/apt,2,1.0,100.0,40,57,74,2,0.83,580
Bedroom in apartment in Brooklyn/Bed-Stuy,152877297,f,Bedford-Stuyvesant,Brooklyn,40.68143730836334,-73.90977306256619,Private room in townhouse,Private room,2,1.0,88.0,17,120,186,2,2.11,657
Garden Oasis – Sunny 3BR Duplex in Artsy Bed-Stuy,14079322,t,Bedford-Stuyvesant,Brooklyn,40.69279,-73.94483,Entire loft,Entire home/apt,4,3.0,253.0,1125,306,6,1,0.07,1019
Luxury 2 Bedroom flat with Balcony,171180680,f,Bedford-Stuyvesant,Brooklyn,40.68115614880734,-73.90864534843341,Entire rental unit,Entire home/apt,3,2.0,250.0,365,270,16,1,0.61,1049
SINGLE SHARED BATHROOM,163362268,f,Gramercy,Manhattan,40.734,-73.98402,Room in boutique hotel,Private room,1,1.0,72.0,60,313,10,20,0.14,276
Brooklyn best airbnb 420 friendly spacious room,94214493,No info available,East Flatbush,Brooklyn,40.65432,-73.91895,Private room in home,Private room,1,0.0,63.0,30,265,13,9,0.15,791
great place in bklyn near  brookdale  hospital,94214493,No info available,East Flatbush,Brooklyn,40.65429,-73.91893,Private room in home,Private room,1,1.0,63.0,30,265,11,9,0.13,709
Quiet 1 BR + WFH Retreat E 62nd St. Close to Park,56283770,t,Upper East Side,Manhattan,40.76417,-73.96743,Entire rental unit,Entire home/apt,2,1.0,187.0,90,166,11,6,0.13,882
